id,name,product_name-label,product links,brand,category,price_vnd,price_label,package_size,image_url,short_description,key_benefits,active_ingredients,usage,origin,warning,tags
529688,kirkland-allerclear-loratadine-10mg,Kirkland Signature AllerClear Loratadine 10 mg,https://app.warehouserunner.com/costco/529688-kirkland-signature-allerclear-10mg-365-tablets,Kirkland Signature,Dị ứng,480000,480.000 VNĐ,365 viên,product-images/d%E1%BB%8B%20%E1%BB%A9ng%20k%20bu%E1%BB%93n%20ng%E1%BB%A7.png,"Viên kháng histamine không buồn ngủ, hỗ trợ giảm triệu chứng dị ứng đến 24 giờ.",Giảm hắt hơi | Giảm sổ mũi | Giảm ngứa và chảy nước mắt | Công thức không buồn ngủ 24 giờ,Loratadine 10 mg,Người lớn và trẻ từ 6 tuổi trở lên: uống 1 viên mỗi ngày. Không dùng quá 1 viên trong 24 giờ.,Mỹ,Không dùng cho trẻ dưới 6 tuổi nếu không có chỉ định của bác sĩ.,dị ứng loratadine không buồn ngủ hắt hơi ngứa mắt
311676,kirkland-aller-tec-cetirizine-10mg,Kirkland Signature Aller-Tec Cetirizine HCl 10 mg,https://app.warehouserunner.com/costco/311676-kirkland-signature-aller-tec-10mg-365-tablets,Kirkland Signature,Dị ứng,520000,520.000 VNĐ,365 viên,product-images/d%E1%BB%8B%20%E1%BB%A9ng%20xanh%20l%C3%A1.png,Viên kháng histamine 24 giờ với hoạt chất tương đương Zyrtec.,Giảm hắt hơi | Giảm sổ mũi | Giảm ngứa và chảy nước mắt | Hỗ trợ dị ứng trong nhà và ngoài trời,Cetirizine HCl 10 mg,Người lớn và trẻ từ 6 tuổi trở lên: uống 1 viên mỗi ngày. Không dùng quá 1 viên trong 24 giờ.,Mỹ,Không dùng cho trẻ dưới 6 tuổi nếu không có chỉ định của bác sĩ.,dị ứng cetirizine kháng histamine zyrtec hắt hơi
553486,natures-bounty-hair-skin-nails-biotin-softgels,Nature's Bounty Hair Skin & Nails Extra Strength Softgels,https://app.warehouserunner.com/costco/553486-nature-s-bounty-hair-skin-nails-250-softgels,Nature's Bounty,Làm đẹp & da,540000,540.000 VNĐ,250 viên nang mềm,product-images/gum%20m%E1%BB%8Dc%20t%C3%B3c.png,"Viên uống làm đẹp bổ sung biotin hàm lượng cao cho tóc, da và móng.",Hỗ trợ tóc chắc khỏe | Hỗ trợ sức khỏe da | Hỗ trợ móng | Dạng viên nang mềm dễ hấp thu,"Biotin 5000 mcg | Vitamin A, C, E | Axit hyaluronic | Dầu argan",Dùng hằng ngày theo hướng dẫn trên nhãn sản phẩm.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",biotin tóc da móng làm đẹp
1235761,trunature-cranberry-650mg,Trunature Cranberry 650 mg,https://app.warehouserunner.com/costco/1235761-trunature-cranberry-650mg-140-capsules,Trunature,Tiết niệu,970000,970.000 VNĐ,140 viên nang chay,product-images/h%E1%BB%97%20tr%E1%BB%A3%20ti%E1%BA%BFt%20ni%E1%BB%87u.png,"Viên cranberry một ngày một viên với Pacran, hỗ trợ đường tiết niệu.",Hỗ trợ đường tiết niệu | Hỗ trợ chống oxy hóa | Thành phần Pacran cranberry | Viên nang chay,Cranberry 650 mg | Chiết xuất Pacran cranberry,Uống 1 viên mỗi ngày với nước.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",cranberry tiết niệu chống oxy hóa
1351728,trunature-cinsulin-cinnamon-concentrate,Trunature CinSulin Cinnamon Concentrate,https://app.warehouserunner.com/costco/1351728-trunature-cinnamon-concentrate-cinsulin-500mg-200ct,Trunature,Đường huyết,960000,960.000 VNĐ,120 viên nang chay,product-images/h%E1%BB%97%20tr%E1%BB%A3%20%C4%91%C6%B0%E1%BB%9Dng%20huy%E1%BA%BFt%20cinculin.png,Chiết xuất quế cô đặc hỗ trợ chuyển hóa đường và mức đường huyết khỏe mạnh.,Hỗ trợ đường huyết khỏe mạnh | Hỗ trợ chuyển hóa đường | Hỗ trợ chống oxy hóa | Bổ sung vitamin D3,Chiết xuất quế bằng nước | Vitamin D3,Dùng hằng ngày theo hướng dẫn trên nhãn sản phẩm.,Mỹ,"Tham khảo ý kiến bác sĩ nếu bị tiểu đường, đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",quế đường huyết glucose chuyển hóa cinsulin
935195,bengay-ultra-strength-cream-twin-pack,Bengay Ultra Strength Topical Analgesic Cream,https://app.warehouserunner.com/costco/935195-bengay-ultra-strength-2-x-4-ounce,Bengay,Giảm đau & hạ sốt,440000,440.000 VNĐ,Bộ 2 tuýp,product-images/kem%20gi%E1%BA%A3m%20%C4%91au.png,"Kem giảm đau tại chỗ hỗ trợ đau cơ, đau lưng, đau khớp, bong gân và căng cơ.",Hỗ trợ giảm đau cơ | Hỗ trợ đau lưng | Hỗ trợ đau khớp | Hỗ trợ bong gân và căng cơ,Công thức giảm đau tại chỗ,Lấy một lượng kem vừa đủ thoa lên vùng đau và massage nhẹ theo hướng dẫn trên nhãn.,Mỹ,Chỉ dùng ngoài da. Tránh mắt và vùng da tổn thương. Ngưng dùng nếu kích ứng.,giảm đau tại chỗ kem bengay đau cơ đau lưng đau khớp
2054350,crest-3d-white-brilliant-mint-5-pack,Crest 3D White Brilliant Mint Whitening Toothpaste,https://app.warehouserunner.com/costco/2054350-crest-3d-white-brilliant-min-toothpaste-5-5-2oz,Crest,Chăm sóc răng miệng,700000,700.000 VNĐ / 5 hộp,5 tuýp,product-images/KEM%20%C4%90%C3%81NH%20R%C4%82NG.png,Bộ kem đánh răng làm trắng với hương bạc hà the mát.,Hỗ trợ làm trắng răng | Công thức được kiểm chứng lâm sàng | An toàn cho răng nhạy cảm | Hơi thở thơm mát,Công thức kem đánh răng fluoride làm trắng,"Đánh răng kỹ trong 2 phút, ít nhất 2 lần mỗi ngày. Súc miệng kỹ với nước.",Mỹ,Trẻ em dưới 6 tuổi chỉ dùng lượng nhỏ bằng hạt đậu và có người lớn giám sát. Không nuốt kem đánh răng.,kem đánh răng làm trắng crest răng miệng bạc hà
897980,kirkland-childrens-multivitamin-320-gummies,Kirkland Signature Children's Multivitamin Gummies,https://app.warehouserunner.com/costco/897980-kirkland-signature-children-s-multi-gummies-2x160ct,Kirkland Signature,Vitamin trẻ em,640000,640.000 VNĐ,320 viên kẹo dẻo (2 lọ x 160),product-images/kirkland-signature-childrens-multivitamin-320-gummies.png,Kẹo dẻo vitamin hằng ngày cho trẻ với vitamin và khoáng chất thiết yếu.,Hỗ trợ miễn dịch | Hỗ trợ xương và răng | Hỗ trợ chức năng não bộ | Hỗ trợ tăng trưởng và phát triển,"Vitamin A, C, D, E | Kẽm | I-ốt | Vitamin nhóm B","Trẻ từ 2 tuổi trở lên: nhai 2 viên mỗi ngày, tốt nhất cùng bữa ăn.",Mỹ,Không dùng cho trẻ dưới 2 tuổi. Để xa tầm tay trẻ em.,trẻ em vitamin kẹo dẻo kirkland miễn dịch tăng trưởng
1862992,pepto-bismol-chews,Pepto Bismol Chews,https://app.warehouserunner.com/costco/1862992-pepto-bismol-chews-berry-mint-70ct,Pepto Bismol,Tiêu hóa,790000,790.000 VNĐ,70 viên nhai,product-images/k%E1%BA%B9o%20d%E1%BA%A1%20d%C3%A0y.png,Viên nhai hương berry mint hỗ trợ các triệu chứng khó chịu ở dạ dày.,Hỗ trợ buồn nôn | Hỗ trợ ợ nóng | Hỗ trợ khó tiêu | Hỗ trợ tiêu chảy,Bismuth subsalicylate,Nhai viên theo hướng dẫn trên nhãn sản phẩm.,Mỹ,Không dùng cho trẻ em hoặc thanh thiếu niên đang hồi phục sau bệnh do virus nếu không có chỉ định của bác sĩ. Đọc kỹ cảnh báo trên nhãn.,dạ dày buồn nôn ợ nóng tiêu chảy pepto
1308590,nature-made-magnesium-400mg,Nature Made Magnesium 400mg Liquid Softgel 180 CT,https://app.warehouserunner.com/costco/1308590-nature-made-magnesium-400mg-liquid-softgel-180ct,Nature Made,Xương khớp,730000,730.000 VNĐ,180 viên nang mềm,product-images/MAGIE.png,"Magie hàm lượng cao hỗ trợ cơ bắp, thần kinh, tim mạch và xương.",Hỗ trợ thư giãn cơ bắp | Hỗ trợ chức năng thần kinh | Hỗ trợ nhịp tim | Hỗ trợ sức khỏe xương,Magie 400 mg,"Uống 1 viên nang mềm mỗi ngày với nước, tốt nhất cùng bữa ăn.",Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh thận.",magie cơ bắp thần kinh tim xương
654260,natrol-melatonin-5mg-fast-dissolve,Natrol Melatonin 5mg Fast Dissolve 250 Tablets,https://app.warehouserunner.com/costco/654260-natrol-melatonin-5mg-fast-dissolve-250-tablets,Natrol,Hỗ trợ giấc ngủ,560000,560.000 VNĐ,250 viên tan nhanh,product-images/melatonin%20h%E1%BB%97%20tr%E1%BB%A3%20gi%E1%BA%A5c%20ng%E1%BB%A7.png,"Viên melatonin tan nhanh hương dâu, hỗ trợ giấc ngủ.",Hỗ trợ ngủ nhanh hơn | Hỗ trợ ngủ sâu hơn | Hỗ trợ tỉnh táo khi thức dậy | Hỗ trợ điều chỉnh jet lag,Melatonin 5 mg,Người lớn: dùng 1 viên trước khi ngủ hoặc theo hướng dẫn của chuyên gia y tế.,Mỹ,"Không lái xe hoặc vận hành máy móc sau khi dùng. Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",melatonin ngủ tan nhanh jet lag
1423302,trunature-womens-daily-probiotic-25-billion,trunature Women's Daily Probiotic 90 Capsules,https://app.warehouserunner.com/costco/1423302-trunature-women-s-daily-probiotic-90-capsules,Trunature,Sức khỏe phụ nữ,670000,670.000 VNĐ,90 viên nang chay,product-images/men%20vi%20sinh%20ph%E1%BB%A5%20n%E1%BB%AF.png,Men vi sinh dành cho phụ nữ với 25 tỷ lợi khuẩn sống và 10 chủng lợi khuẩn.,Hỗ trợ tiêu hóa | Hỗ trợ sức khỏe vùng kín | Hỗ trợ miễn dịch | Công thức hằng ngày cho phụ nữ,25 tỷ lợi khuẩn sống | 10 chủng lợi khuẩn,"Uống 1 viên mỗi ngày, có thể dùng cùng hoặc không cùng thức ăn, hoặc theo hướng dẫn trên nhãn.",Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, suy giảm miễn dịch, dùng thuốc hoặc có bệnh lý.",men vi sinh phụ nữ tiêu hóa vùng kín miễn dịch
1116624,schiff-move-free-advanced,"Schiff Move Free Advanced Joint Health Supplement, 200 Tablets",https://app.warehouserunner.com/costco/1116624-schiff-move-free-advanced-200-tablets,Schiff,Xương khớp,850000,850.000 VNĐ,200 viên,product-images/move%20free.png,"Sản phẩm hỗ trợ khớp, vận động, độ linh hoạt và sức khỏe xương.",Hỗ trợ khả năng vận động | Hỗ trợ sự thoải mái của khớp | Hỗ trợ linh hoạt | Hỗ trợ sức khỏe xương,Glucosamine HCl | FruiteX-B calcium fructoborate,Uống 2 viên mỗi ngày hoặc theo hướng dẫn trên nhãn.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc dị ứng hải sản có vỏ.",khớp glucosamine move free vận động linh hoạt
40310,refresh-plus-preservative-free-vials,Refresh Plus Lubricant Eye Drops,https://app.warehouserunner.com/costco/40310-allergan-refresh-plus-100-single-use-vials,Refresh,Chăm sóc mắt,840000,840.000 VNĐ,100 ống đơn liều,product-images/nh%E1%BB%8F%20m%E1%BA%AFt%20t%C3%A9p.png,"Nước nhỏ mắt không chất bảo quản, giúp làm dịu mắt khô và kích ứng.",Cấp ẩm tức thì | Hỗ trợ giảm khô mắt | Phù hợp mắt nhạy cảm | Ống đơn liều vô trùng,Công thức nước nhỏ mắt bôi trơn,Dùng khi cần. Vặn mở một ống đơn liều và nhỏ theo hướng dẫn trên nhãn.,Mỹ,Chỉ dùng cho mắt. Không dùng nếu ống bị hỏng hoặc dung dịch đổi màu.,nhỏ mắt refresh khô mắt không chất bảo quản
529110,refresh-tears-lubricant-eye-drops-multipack,Refresh Tears Lubricant Eye Drops Multi-Pack,https://app.warehouserunner.com/costco/529110-allergan-refresh-tears-4x15-ml-5-ml,Refresh,Chăm sóc mắt,840000,840.000 VNĐ,Bộ nhiều chai,product-images/nh%E1%BB%8F%20%C4%83mts%20chai.png,"Nước nhỏ mắt bôi trơn giúp làm dịu mắt khô, rát và kích ứng.",Dưỡng ẩm mắt | Hỗ trợ giảm khô mắt | Làm dịu tức thì | Bộ nhiều chai tiện lợi,Công thức nước nhỏ mắt bôi trơn,Nhỏ mắt khi cần hoặc theo hướng dẫn trên nhãn sản phẩm.,Mỹ,Chỉ dùng cho mắt. Không dùng nếu niêm phong bị hỏng hoặc dung dịch đổi màu.,nhỏ mắt refresh tears khô mắt chai
1966263,olay-every-night-retinol-moisturizer,Olay Every Night Retinol + Collagen Peptide Moisturizer,https://app.warehouserunner.com/costco/1966263-olay-every-night-retinol-moisturizer,Olay,Làm đẹp & da,1400000,1.400.000 VNĐ,Bộ kem dưỡng ban đêm,product-images/olay%20t%C3%ADm.png,"Kem dưỡng ban đêm với retinol, collagen peptide và 10% thành phần cấp ẩm.",Cấp ẩm chuyên sâu | Hỗ trợ cải thiện kết cấu da | Hỗ trợ giảm nếp nhăn | Giúp da rạng rỡ hơn,Retinol | Collagen peptide | 10% thành phần cấp ẩm,"Dùng ban đêm trên da sạch. Nếu da nhạy cảm với retinol, nên dùng từ từ để da làm quen.",Mỹ,Dùng kem chống nắng ban ngày. Tránh dùng trên da kích ứng. Ngưng dùng nếu kích ứng nặng.,olay retinol collagen kem đêm chống lão hóa
1938952,olay-regenerist-10-niacinamide-moisturizer,Olay Regenerist 10 Niacinamide Facial Moisturizer,https://app.warehouserunner.com/costco/1938952-olay-regenerist-10-hydrating-moisturizer,Olay,Làm đẹp & da,1400000,1.400.000 VNĐ,"2 hũ, mỗi hũ 1.7 oz",product-images/olay%20%C4%91%E1%BB%8F.png,"Kem dưỡng chống lão hóa với 10% niacinamide, dùng hằng ngày.",Hỗ trợ cấp ẩm | Hỗ trợ cải thiện kết cấu da | Hỗ trợ thu nhỏ vẻ ngoài lỗ chân lông | Hỗ trợ da rạng rỡ,10% niacinamide | Phức hợp dưỡng ẩm,Thoa lên da mặt sạch vào buổi sáng và buổi tối.,Mỹ,Tránh tiếp xúc với mắt. Ngưng dùng nếu kích ứng.,olay niacinamide regenerist dưỡng ẩm chống lão hóa
294017,nature-made-triple-omega-3-6-9,Nature Made Triple Omega 3-6-9,https://app.warehouserunner.com/costco/294017-nature-made-triple-omega-180-liquid-softgels,Nature Made,Tim mạch,750000,750.000 VNĐ,160 viên nang mềm,product-images/omega%20369.png,Omega 3-6-9 cân bằng từ các nguồn dầu thực vật tự nhiên.,Hỗ trợ tim mạch | Bổ sung dinh dưỡng cân bằng | Hỗ trợ sức khỏe tổng thể | Nguồn dầu thực vật,"Omega-3 | Omega-6 | Omega-9 từ dầu hạt lanh, dầu hoa rum và dầu ô liu",Uống 2 viên nang mềm mỗi ngày trong hoặc sau bữa ăn.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",omega 3 6 9 tim mạch dầu thực vật
853467,one-a-day-mens-50-plus-300,"One A Day Men's Multivitamin, 300 Count",https://app.warehouserunner.com/costco/853467-one-a-day-men-s-multivitamin-300-count,One A Day,Vitamin tổng hợp,780000,780.000 VNĐ,300 viên,product-images/one%20a%20day%2050%20nam.png,Vitamin tổng hợp cho nam giới từ 50 tuổi trở lên.,Hỗ trợ sức khỏe tổng thể | Hỗ trợ xương | Hỗ trợ miễn dịch | Hỗ trợ chuyển hóa năng lượng,"Vitamin và khoáng chất gồm vitamin A, C, D, E và nhóm B",Uống 1 viên mỗi ngày cùng thức ăn.,Mỹ,Tham khảo ý kiến bác sĩ nếu đang dùng thuốc hoặc có bệnh lý.,nam 50 vitamin tổng hợp one a day
1274752,one-a-day-womens-50-plus-300,One A Day Women's 50+ Healthy Advantage 300 Tablets,https://app.warehouserunner.com/costco/1274752-one-a-day-women-s-50-healthy-advantage-300-tablets,One A Day,Vitamin tổng hợp,780000,780.000 VNĐ,300 viên,product-images/one%20a%20day%2050%20n%E1%BB%AF.png,Vitamin tổng hợp cho phụ nữ từ 50 tuổi trở lên.,Hỗ trợ sức khỏe tổng thể | Hỗ trợ xương | Hỗ trợ tim mạch | Hỗ trợ chuyển hóa năng lượng,"23 vitamin và khoáng chất gồm canxi, vitamin D, magie và vitamin nhóm B",Uống 1 viên mỗi ngày cùng thức ăn.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",nữ 50 vitamin tổng hợp one a day
1274751,one-a-day-mens-multivitamin-300,"One A Day Men's 50+ Healthy Advantage Multivitamin, 300 Tablets",https://app.warehouserunner.com/costco/1274751-one-a-day-men-s-50-healthy-advantage-300-tablets,One A Day,Vitamin tổng hợp,680000,680.000 VNĐ,300 viên,product-images/one%20a%20day%20cho%20nam.png,"Vitamin tổng hợp hằng ngày cho nam giới, hỗ trợ sức khỏe và năng lượng.",Hỗ trợ sức khỏe tổng thể | Hỗ trợ chức năng cơ bắp | Hỗ trợ miễn dịch | Hỗ trợ tim mạch,"20 vitamin và khoáng chất gồm vitamin A, C, D, E, kẽm, selen và nhóm B",Uống 1 viên mỗi ngày cùng thức ăn.,Mỹ,Tham khảo ý kiến bác sĩ nếu đang dùng thuốc hoặc có bệnh lý.,nam vitamin tổng hợp one a day miễn dịch năng lượng
853472,one-a-day-womens-multivitamin-300,"One A Day Women's Multivitamin, 300 Count",https://app.warehouserunner.com/costco/853472-one-a-day-women-s-multivitamin-300-count,One A Day,Vitamin tổng hợp,680000,680.000 VNĐ,300 viên,product-images/one%20a%20day%20cho%20n%E1%BB%AF.png,"Vitamin tổng hợp hằng ngày cho phụ nữ, hỗ trợ sức khỏe và năng lượng.",Hỗ trợ sức khỏe tổng thể | Hỗ trợ xương | Hỗ trợ tim mạch | Hỗ trợ miễn dịch,"Vitamin A, C, D, E | Vitamin nhóm B | Sắt | Canxi | Magie",Uống 1 viên mỗi ngày cùng thức ăn.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc chuẩn bị phẫu thuật.",nữ vitamin tổng hợp one a day sắt năng lượng
